# units (aposteriori), iter =      3             
    0.10000E+00    0.10000E+01    0.10000E+01    0.10000E-10    0.10000E-08    0.10000E+01    0.10000E+01    0.33500E+01    0.10000E-19    0.23000E+07    0.50000E+01    0.10000E-09    0.00000E+00    0.20000E+01    0.10000E+04    0.50000E-01    0.20000E+00  unit =        1
    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00  unit =        2
    0.10000E+00    0.10000E+01    0.10000E+01    0.11966E-10    0.10000E-08    0.10000E+01    0.10000E+01    0.33500E+01    0.10000E-19    0.23000E+07    0.50000E+01    0.10000E-09    0.00000E+00    0.20000E+01    0.10000E+04    0.50000E-01    0.20000E+00  unit =        3
    0.10000E+00    0.10000E+01    0.10000E+01    0.10318E-10    0.10000E-08    0.10000E+01    0.10000E+01    0.33500E+01    0.10000E-19    0.23000E+07    0.50000E+01    0.10000E-09    0.00000E+00    0.20000E+01    0.10000E+04    0.50000E-01    0.20000E+00  unit =        4
    0.10000E+00    0.10000E+01    0.10000E+01    0.81000E-12    0.10000E-08    0.10000E+01    0.10000E+01    0.33500E+01    0.10000E-19    0.23000E+07    0.50000E+01    0.10000E-09    0.00000E+00    0.20000E+01    0.10000E+04    0.50000E-01    0.20000E+00  unit =        5
    0.10000E+00    0.10000E+01    0.10000E+01    0.26649E-11    0.10000E-08    0.10000E+01    0.10000E+01    0.33500E+01    0.10000E-19    0.23000E+07    0.50000E+01    0.10000E-09    0.00000E+00    0.20000E+01    0.10000E+04    0.50000E-01    0.20000E+00  unit =        6
    0.10000E+00    0.10000E+01    0.10000E+01    0.36142E-11    0.10000E-08    0.10000E+01    0.10000E+01    0.33500E+01    0.10000E-19    0.23000E+07    0.50000E+01    0.10000E-09    0.00000E+00    0.20000E+01    0.10000E+04    0.50000E-01    0.20000E+00  unit =        7
    0.10000E+00    0.10000E+01    0.10000E+01    0.25366E-11    0.10000E-08    0.10000E+01    0.10000E+01    0.33500E+01    0.10000E-19    0.23000E+07    0.50000E+01    0.10000E-09    0.00000E+00    0.20000E+01    0.10000E+04    0.50000E-01    0.20000E+00  unit =        8
    0.10000E+00    0.10000E+01    0.10000E+01    0.23452E-11    0.10000E-08    0.10000E+01    0.10000E+01    0.33500E+01    0.10000E-19    0.23000E+07    0.50000E+01    0.10000E-09    0.00000E+00    0.20000E+01    0.10000E+04    0.50000E-01    0.20000E+00  unit =        9
    0.10000E+00    0.10000E+01    0.10000E+01    0.12520E-11    0.10000E-08    0.10000E+01    0.10000E+01    0.33500E+01    0.10000E-19    0.23000E+07    0.50000E+01    0.10000E-09    0.00000E+00    0.20000E+01    0.10000E+04    0.50000E-01    0.20000E+00  unit =       10
    0.10000E+00    0.10000E+01    0.10000E+01    0.12965E-11    0.10000E-08    0.10000E+01    0.10000E+01    0.33500E+01    0.10000E-19    0.23000E+07    0.50000E+01    0.10000E-09    0.00000E+00    0.20000E+01    0.10000E+04    0.50000E-01    0.20000E+00  unit =       11
    0.10000E+00    0.10000E+01    0.10000E+01    0.24272E-11    0.10000E-08    0.10000E+01    0.10000E+01    0.33500E+01    0.10000E-19    0.23000E+07    0.50000E+01    0.10000E-09    0.00000E+00    0.20000E+01    0.10000E+04    0.50000E-01    0.20000E+00  unit =       12
    0.10000E+00    0.10000E+01    0.10000E+01    0.26512E-11    0.10000E-08    0.10000E+01    0.10000E+01    0.33500E+01    0.10000E-19    0.23000E+07    0.50000E+01    0.10000E-09    0.00000E+00    0.20000E+01    0.10000E+04    0.50000E-01    0.20000E+00  unit =       13
