399.479166667  22.0860927152
387.760416667  22.0860927152
394.010416667  22.0860927152
388.541666667  22.0860927152
383.59375  22.0860927152
377.864583333  22.0860927152
371.875  22.0860927152
357.8125  22.0860927152
347.65625  22.0529801325
337.760416667  22.0198675497
328.385416667  22.0529801325
314.322916667  22.0198675497
307.291666667  22.0198675497
295.3125  22.0529801325
287.5  21.9536423841
281.770833333  21.8543046358
273.958333333  21.7549668874
268.489583333  21.6887417219
264.0625  21.6556291391
252.864583333  21.5562913907
241.666666667  21.3907284768
233.854166667  21.2913907285
226.822916667  21.1920529801
218.229166667  21.1258278146
211.979166667  21.0264900662
204.427083333  20.8940397351
196.09375  20.6622516556
191.40625  20.5298013245
186.458333333  20.3973509934
182.8125  20.298013245
177.864583333  19.9006622517
172.135416667  19.5033112583
168.229166667  19.2052980132
163.28125  18.940397351
160.15625  18.7748344371
155.46875  18.2781456954
148.177083333  17.6158940397
139.583333333  16.7549668874
136.197916667  16.4569536424
132.552083333  16.059602649
131.25  15.7947019868
130.46875  15.3311258278
129.427083333  14.8013245033
128.645833333  14.3046357616
127.604166667  13.642384106
126.5625  13.0794701987
125.520833333  12.4834437086
125  12.1523178808
124.739583333  11.7880794702
122.65625  10.2649006623
122.916666667  10.6291390728
123.697916667  11.1258278146
124.479166667  11.5231788079
124.479166667  11.6887417219
