399.739583333  22.0860927152
399.739583333  21.9205298013
399.479166667  21.5562913907
399.21875  21.2913907285
399.21875  20.9271523179
398.958333333  20.4304635762
398.697916667  20.0993377483
398.697916667  19.8344370861
398.697916667  19.4370860927
398.4375  19.1059602649
398.4375  18.6092715232
398.4375  18.178807947
398.4375  17.7483443709
398.177083333  17.3509933775
398.177083333  16.9205298013
397.916666667  16.3245033113
397.395833333  15.2317880795
397.395833333  14.9006622517
397.395833333  14.5695364238
397.135416667  14.1390728477
397.135416667  13.7748344371
396.875  13.0794701987
396.875  12.417218543
396.614583333  11.6225165563
396.354166667  11.3245033113
396.09375  10.8940397351
396.09375  10.4635761589
395.833333333  10.1986754967
395.572916667  9.76821192053
395.572916667  9.40397350993
395.3125  9.1059602649
395.3125  8.7417218543
395.052083333  8.54304635762
394.791666667  8.31125827815
394.791666667  8.11258278146
