400  22.0529801325
400  21.8543046358
399.739583333  21.6887417219
399.21875  21.4238410596
398.958333333  21.1920529801
398.177083333  20.8940397351
397.65625  20.5960264901
397.135416667  20.4304635762
395.833333333  20.1324503311
394.791666667  19.8344370861
394.010416667  19.5695364238
392.708333333  19.2715231788
391.927083333  19.0066225166
389.322916667  18.7417218543
386.458333333  18.5099337748
383.072916667  18.2450331126
380.46875  18.0794701987
376.5625  17.7814569536
372.135416667  17.4834437086
369.270833333  17.2847682119
365.625  17.0198675497
361.197916667  16.7549668874
356.510416667  16.4238410596
350.78125  15.9933774834
346.614583333  15.7284768212
345.3125  15.6291390728
344.010416667  15.4304635762
342.708333333  15.2317880795
340.885416667  14.9668874172
339.0625  14.6688741722
335.15625  14.0397350993
331.25  13.4437086093
327.864583333  12.880794702
325.520833333  12.582781457
324.21875  12.2847682119
321.875  12.0198675497
318.75  11.6556291391
316.666666667  11.4238410596
315.104166667  11.1920529801
313.28125  10.9933774834
311.979166667  10.7947019868
308.854166667  10.4635761589
307.03125  10.298013245
305.989583333  10.1324503311
304.947916667  10.0331125828
303.645833333  9.86754966887
