%       "time"           "x"            "y"           "z"      "uindex"    "i"  "j"  "k"          "head"           "temp"           "pres"    "satn"           "epot"             "vx"             "vy"             "vz"          "bhpr"            "kz" 
%
  0.700000000E+00  0.707500E+03   0.738500E+03   0.100000E+02         1    15    35     1  0.19070983E+02   0.20000000E+02   0.18898634E+00   0.00000000E+00   0.00000000E+00   0.24258305E-06   0.38894968E-16   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.700000000E+00  0.675000E+03   0.738500E+03   0.100000E+02         1    10    35     1  0.19579073E+02   0.20000000E+02   0.19397071E+00   0.00000000E+00   0.00000000E+00   0.96884793E-07  -0.14341648E-16   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.700000000E+00  0.580000E+03   0.738500E+03   0.100000E+02         1     5    35     1  0.19960589E+02   0.20000000E+02   0.19771338E+00   0.00000000E+00   0.00000000E+00   0.10753229E-07  -0.29798564E-17   0.00000000E+00   0.00000000E+00   0.10000000E-11
%
  0.735000000E+00  0.728500E+03   0.738500E+03   0.100000E+02         1    25    35     1  0.18151614E+02   0.20000000E+02   0.17996734E+00   0.00000000E+00   0.00000000E+00   0.79450515E-06   0.60857032E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.735000000E+00  0.722000E+03   0.738500E+03   0.100000E+02         1    20    35     1  0.18554944E+02   0.20000000E+02   0.18392400E+00   0.00000000E+00   0.00000000E+00   0.47580562E-06   0.45499444E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.735000000E+00  0.707500E+03   0.738500E+03   0.100000E+02         1    15    35     1  0.19051784E+02   0.20000000E+02   0.18879800E+00   0.00000000E+00   0.00000000E+00   0.24333767E-06   0.74339574E-16   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.735000000E+00  0.675000E+03   0.738500E+03   0.100000E+02         1    10    35     1  0.19563303E+02   0.20000000E+02   0.19381601E+00   0.00000000E+00   0.00000000E+00   0.98132820E-07  -0.12093686E-16   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.735000000E+00  0.580000E+03   0.738500E+03   0.100000E+02         1     5    35     1  0.19956264E+02   0.20000000E+02   0.19767095E+00   0.00000000E+00   0.00000000E+00   0.11505536E-07  -0.23525182E-17   0.00000000E+00   0.00000000E+00   0.10000000E-11
%
  0.770000000E+00  0.728500E+03   0.738500E+03   0.100000E+02         1    25    35     1  0.18132276E+02   0.20000000E+02   0.17977763E+00   0.00000000E+00   0.00000000E+00   0.79473908E-06  -0.50553004E-16   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.770000000E+00  0.722000E+03   0.738500E+03   0.100000E+02         1    20    35     1  0.18535809E+02   0.20000000E+02   0.18373629E+00   0.00000000E+00   0.00000000E+00   0.47618720E-06   0.13313511E-16   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.770000000E+00  0.707500E+03   0.738500E+03   0.100000E+02         1    15    35     1  0.19033438E+02   0.20000000E+02   0.18861803E+00   0.00000000E+00   0.00000000E+00   0.24402241E-06   0.89918470E-17   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.770000000E+00  0.675000E+03   0.738500E+03   0.100000E+02         1    10    35     1  0.19548083E+02   0.20000000E+02   0.19366670E+00   0.00000000E+00   0.00000000E+00   0.99277636E-07  -0.24117668E-16   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.770000000E+00  0.580000E+03   0.738500E+03   0.100000E+02         1     5    35     1  0.19951829E+02   0.20000000E+02   0.19762745E+00   0.00000000E+00   0.00000000E+00   0.12242850E-07  -0.35549164E-17   0.00000000E+00   0.00000000E+00   0.10000000E-11
%
  0.805000000E+00  0.728500E+03   0.738500E+03   0.100000E+02         1    25    35     1  0.18113807E+02   0.20000000E+02   0.17959644E+00   0.00000000E+00   0.00000000E+00   0.79495168E-06   0.43763808E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.805000000E+00  0.722000E+03   0.738500E+03   0.100000E+02         1    20    35     1  0.18517524E+02   0.20000000E+02   0.18355691E+00   0.00000000E+00   0.00000000E+00   0.47653420E-06   0.71629822E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.805000000E+00  0.707500E+03   0.738500E+03   0.100000E+02         1    15    35     1  0.19015871E+02   0.20000000E+02   0.18844570E+00   0.00000000E+00   0.00000000E+00   0.24464648E-06  -0.12375988E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.805000000E+00  0.675000E+03   0.738500E+03   0.100000E+02         1    10    35     1  0.19533379E+02   0.20000000E+02   0.19352245E+00   0.00000000E+00   0.00000000E+00   0.10033135E-06  -0.32063952E-16   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.805000000E+00  0.580000E+03   0.738500E+03   0.100000E+02         1     5    35     1  0.19947300E+02   0.20000000E+02   0.19758301E+00   0.00000000E+00   0.00000000E+00   0.12964105E-07   0.37117509E-17   0.00000000E+00   0.00000000E+00   0.10000000E-11
%
  0.840000000E+00  0.728500E+03   0.738500E+03   0.100000E+02         1    25    35     1  0.18096130E+02   0.20000000E+02   0.17942304E+00   0.00000000E+00   0.00000000E+00   0.79514573E-06   0.10986434E-14   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.840000000E+00  0.722000E+03   0.738500E+03   0.100000E+02         1    20    35     1  0.18500016E+02   0.20000000E+02   0.18338516E+00   0.00000000E+00   0.00000000E+00   0.47685108E-06   0.87970239E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.840000000E+00  0.707500E+03   0.738500E+03   0.100000E+02         1    15    35     1  0.18999020E+02   0.20000000E+02   0.18828038E+00   0.00000000E+00   0.00000000E+00   0.24521757E-06   0.14545533E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.840000000E+00  0.675000E+03   0.738500E+03   0.100000E+02         1    10    35     1  0.19519157E+02   0.20000000E+02   0.19338293E+00   0.00000000E+00   0.00000000E+00   0.10130427E-06  -0.90789775E-17   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.840000000E+00  0.580000E+03   0.738500E+03   0.100000E+02         1     5    35     1  0.19942690E+02   0.20000000E+02   0.19753779E+00   0.00000000E+00   0.00000000E+00   0.13668557E-07   0.21259794E-17   0.00000000E+00   0.00000000E+00   0.10000000E-11
%
  0.875000000E+00  0.728500E+03   0.738500E+03   0.100000E+02         1    25    35     1  0.18079180E+02   0.20000000E+02   0.17925676E+00   0.00000000E+00   0.00000000E+00   0.79532357E-06  -0.84572157E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.875000000E+00  0.722000E+03   0.738500E+03   0.100000E+02         1    20    35     1  0.18483221E+02   0.20000000E+02   0.18322040E+00   0.00000000E+00   0.00000000E+00   0.47714161E-06  -0.70781173E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.875000000E+00  0.707500E+03   0.738500E+03   0.100000E+02         1    15    35     1  0.18982827E+02   0.20000000E+02   0.18812153E+00   0.00000000E+00   0.00000000E+00   0.24574210E-06  -0.23612312E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.875000000E+00  0.675000E+03   0.738500E+03   0.100000E+02         1    10    35     1  0.19505389E+02   0.20000000E+02   0.19324787E+00   0.00000000E+00   0.00000000E+00   0.10220526E-06  -0.29746285E-16   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.875000000E+00  0.580000E+03   0.738500E+03   0.100000E+02         1     5    35     1  0.19938013E+02   0.20000000E+02   0.19749191E+00   0.00000000E+00   0.00000000E+00   0.14355726E-07   0.17426061E-17   0.00000000E+00   0.00000000E+00   0.10000000E-11
%
  0.910000000E+00  0.728500E+03   0.738500E+03   0.100000E+02         1    25    35     1  0.18062899E+02   0.20000000E+02   0.17909704E+00   0.00000000E+00   0.00000000E+00   0.79548711E-06  -0.13400989E-14   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.910000000E+00  0.722000E+03   0.738500E+03   0.100000E+02         1    20    35     1  0.18467082E+02   0.20000000E+02   0.18306208E+00   0.00000000E+00   0.00000000E+00   0.47740891E-06  -0.98800536E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.910000000E+00  0.707500E+03   0.738500E+03   0.100000E+02         1    15    35     1  0.18967242E+02   0.20000000E+02   0.18796864E+00   0.00000000E+00   0.00000000E+00   0.24622555E-06  -0.34791130E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.910000000E+00  0.675000E+03   0.738500E+03   0.100000E+02         1    10    35     1  0.19492047E+02   0.20000000E+02   0.19311698E+00   0.00000000E+00   0.00000000E+00   0.10304193E-06  -0.36925822E-16   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.910000000E+00  0.580000E+03   0.738500E+03   0.100000E+02         1     5    35     1  0.19933281E+02   0.20000000E+02   0.19744549E+00   0.00000000E+00   0.00000000E+00   0.15025340E-07   0.33109515E-18   0.00000000E+00   0.00000000E+00   0.10000000E-11
%
  0.945000000E+00  0.728500E+03   0.738500E+03   0.100000E+02         1    25    35     1  0.18047235E+02   0.20000000E+02   0.17894337E+00   0.00000000E+00   0.00000000E+00   0.79563802E-06  -0.21974262E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.945000000E+00  0.722000E+03   0.738500E+03   0.100000E+02         1    20    35     1  0.18451549E+02   0.20000000E+02   0.18290970E+00   0.00000000E+00   0.00000000E+00   0.47765566E-06  -0.30161026E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.945000000E+00  0.707500E+03   0.738500E+03   0.100000E+02         1    15    35     1  0.18952221E+02   0.20000000E+02   0.18782129E+00   0.00000000E+00   0.00000000E+00   0.24667253E-06  -0.20334470E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.945000000E+00  0.675000E+03   0.738500E+03   0.100000E+02         1    10    35     1  0.19479107E+02   0.20000000E+02   0.19299004E+00   0.00000000E+00   0.00000000E+00   0.10382090E-06  -0.26888411E-16   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.945000000E+00  0.580000E+03   0.738500E+03   0.100000E+02         1     5    35     1  0.19928504E+02   0.20000000E+02   0.19739863E+00   0.00000000E+00   0.00000000E+00   0.15677301E-07   0.95843333E-18   0.00000000E+00   0.00000000E+00   0.10000000E-11
%
  0.980000000E+00  0.728500E+03   0.738500E+03   0.100000E+02         1    25    35     1  0.18032142E+02   0.20000000E+02   0.17879531E+00   0.00000000E+00   0.00000000E+00   0.79577771E-06   0.37117510E-16   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.980000000E+00  0.722000E+03   0.738500E+03   0.100000E+02         1    20    35     1  0.18436578E+02   0.20000000E+02   0.18276283E+00   0.00000000E+00   0.00000000E+00   0.47788414E-06   0.36037094E-16   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.980000000E+00  0.707500E+03   0.738500E+03   0.100000E+02         1    15    35     1  0.18937724E+02   0.20000000E+02   0.18767908E+00   0.00000000E+00   0.00000000E+00   0.24708702E-06  -0.12072775E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.980000000E+00  0.675000E+03   0.738500E+03   0.100000E+02         1    10    35     1  0.19466545E+02   0.20000000E+02   0.19286680E+00   0.00000000E+00   0.00000000E+00   0.10454790E-06  -0.24657876E-16   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.980000000E+00  0.580000E+03   0.738500E+03   0.100000E+02         1     5    35     1  0.19923693E+02   0.20000000E+02   0.19735142E+00   0.00000000E+00   0.00000000E+00   0.16311641E-07   0.49838533E-17   0.00000000E+00   0.00000000E+00   0.10000000E-11
%
  0.101500000E+01  0.728500E+03   0.738500E+03   0.100000E+02         1    25    35     1  0.18017579E+02   0.20000000E+02   0.17865245E+00   0.00000000E+00   0.00000000E+00   0.79590739E-06  -0.10503558E-14   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.101500000E+01  0.722000E+03   0.738500E+03   0.100000E+02         1    20    35     1  0.18422128E+02   0.20000000E+02   0.18262108E+00   0.00000000E+00   0.00000000E+00   0.47809631E-06  -0.71544434E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.101500000E+01  0.707500E+03   0.738500E+03   0.100000E+02         1    15    35     1  0.18923716E+02   0.20000000E+02   0.18754165E+00   0.00000000E+00   0.00000000E+00   0.24747244E-06  -0.22033511E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.101500000E+01  0.675000E+03   0.738500E+03   0.100000E+02         1    10    35     1  0.19454340E+02   0.20000000E+02   0.19274707E+00   0.00000000E+00   0.00000000E+00   0.10522795E-06  -0.23629738E-16   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.101500000E+01  0.580000E+03   0.738500E+03   0.100000E+02         1     5    35     1  0.19918854E+02   0.20000000E+02   0.19730396E+00   0.00000000E+00   0.00000000E+00   0.16928504E-07   0.22828139E-17   0.00000000E+00   0.00000000E+00   0.10000000E-11
%
  0.105000000E+01  0.728500E+03   0.738500E+03   0.100000E+02         1    25    35     1  0.18003510E+02   0.20000000E+02   0.17851444E+00   0.00000000E+00   0.00000000E+00   0.79602809E-06  -0.82135994E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.105000000E+01  0.722000E+03   0.738500E+03   0.100000E+02         1    20    35     1  0.18408165E+02   0.20000000E+02   0.18248410E+00   0.00000000E+00   0.00000000E+00   0.47829386E-06  -0.53034473E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.105000000E+01  0.707500E+03   0.738500E+03   0.100000E+02         1    15    35     1  0.18910163E+02   0.20000000E+02   0.18740870E+00   0.00000000E+00   0.00000000E+00   0.24783174E-06  -0.23882416E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.105000000E+01  0.675000E+03   0.738500E+03   0.100000E+02         1    10    35     1  0.19442473E+02   0.20000000E+02   0.19263066E+00   0.00000000E+00   0.00000000E+00   0.10586544E-06  -0.42571866E-16   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.105000000E+01  0.580000E+03   0.738500E+03   0.100000E+02         1     5    35     1  0.19913996E+02   0.20000000E+02   0.19725630E+00   0.00000000E+00   0.00000000E+00   0.17528116E-07   0.11849721E-17   0.00000000E+00   0.00000000E+00   0.10000000E-11
%
  0.108500000E+01  0.728500E+03   0.738500E+03   0.100000E+02         1    25    35     1  0.17989903E+02   0.20000000E+02   0.17838094E+00   0.00000000E+00   0.00000000E+00   0.79614071E-06  -0.25846333E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.108500000E+01  0.722000E+03   0.738500E+03   0.100000E+02         1    20    35     1  0.18394655E+02   0.20000000E+02   0.18235156E+00   0.00000000E+00   0.00000000E+00   0.47847825E-06  -0.22099730E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.108500000E+01  0.707500E+03   0.738500E+03   0.100000E+02         1    15    35     1  0.18897037E+02   0.20000000E+02   0.18727993E+00   0.00000000E+00   0.00000000E+00   0.24816750E-06  -0.12198242E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.108500000E+01  0.675000E+03   0.738500E+03   0.100000E+02         1    10    35     1  0.19430927E+02   0.20000000E+02   0.19251739E+00   0.00000000E+00   0.00000000E+00   0.10646425E-06  -0.36890970E-16   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.108500000E+01  0.580000E+03   0.738500E+03   0.100000E+02         1     5    35     1  0.19909125E+02   0.20000000E+02   0.19720852E+00   0.00000000E+00   0.00000000E+00   0.18110766E-07  -0.94100727E-18   0.00000000E+00   0.00000000E+00   0.10000000E-11
%
  0.112000000E+01  0.728500E+03   0.738500E+03   0.100000E+02         1    25    35     1  0.17976726E+02   0.20000000E+02   0.17825168E+00   0.00000000E+00   0.00000000E+00   0.79624605E-06  -0.15327963E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.112000000E+01  0.722000E+03   0.738500E+03   0.100000E+02         1    20    35     1  0.18381570E+02   0.20000000E+02   0.18222320E+00   0.00000000E+00   0.00000000E+00   0.47865075E-06  -0.18527388E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.112000000E+01  0.707500E+03   0.738500E+03   0.100000E+02         1    15    35     1  0.18884311E+02   0.20000000E+02   0.18715509E+00   0.00000000E+00   0.00000000E+00   0.24848197E-06  -0.79985618E-16   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.112000000E+01  0.675000E+03   0.738500E+03   0.100000E+02         1    10    35     1  0.19419683E+02   0.20000000E+02   0.19240709E+00   0.00000000E+00   0.00000000E+00   0.10702781E-06  -0.37204639E-16   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.112000000E+01  0.580000E+03   0.738500E+03   0.100000E+02         1     5    35     1  0.19904248E+02   0.20000000E+02   0.19716067E+00   0.00000000E+00   0.00000000E+00   0.18676798E-07   0.12546764E-17   0.00000000E+00   0.00000000E+00   0.10000000E-11
%
  0.115500000E+01  0.728500E+03   0.738500E+03   0.100000E+02         1    25    35     1  0.17963953E+02   0.20000000E+02   0.17812638E+00   0.00000000E+00   0.00000000E+00   0.79634479E-06  -0.21352152E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.115500000E+01  0.722000E+03   0.738500E+03   0.100000E+02         1    20    35     1  0.18368883E+02   0.20000000E+02   0.18209875E+00   0.00000000E+00   0.00000000E+00   0.47881249E-06  -0.16532104E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.115500000E+01  0.707500E+03   0.738500E+03   0.100000E+02         1    15    35     1  0.18871961E+02   0.20000000E+02   0.18703394E+00   0.00000000E+00   0.00000000E+00   0.24877711E-06  -0.98736059E-16   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.115500000E+01  0.675000E+03   0.738500E+03   0.100000E+02         1    10    35     1  0.19408728E+02   0.20000000E+02   0.19229962E+00   0.00000000E+00   0.00000000E+00   0.10755913E-06  -0.32081378E-16   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.115500000E+01  0.580000E+03   0.738500E+03   0.100000E+02         1     5    35     1  0.19899369E+02   0.20000000E+02   0.19711281E+00   0.00000000E+00   0.00000000E+00   0.19226591E-07   0.11326939E-17   0.00000000E+00   0.00000000E+00   0.10000000E-11
%
  0.119000000E+01  0.728500E+03   0.738500E+03   0.100000E+02         1    25    35     1  0.17951560E+02   0.20000000E+02   0.17800481E+00   0.00000000E+00   0.00000000E+00   0.79643753E-06   0.24485358E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.119000000E+01  0.722000E+03   0.738500E+03   0.100000E+02         1    20    35     1  0.18356571E+02   0.20000000E+02   0.18197796E+00   0.00000000E+00   0.00000000E+00   0.47896445E-06   0.16338674E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.119000000E+01  0.707500E+03   0.738500E+03   0.100000E+02         1    15    35     1  0.18859966E+02   0.20000000E+02   0.18691626E+00   0.00000000E+00   0.00000000E+00   0.24905467E-06  -0.27463472E-16   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.119000000E+01  0.675000E+03   0.738500E+03   0.100000E+02         1    10    35     1  0.19398046E+02   0.20000000E+02   0.19219483E+00   0.00000000E+00   0.00000000E+00   0.10806092E-06  -0.33562593E-16   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.119000000E+01  0.580000E+03   0.738500E+03   0.100000E+02         1     5    35     1  0.19894494E+02   0.20000000E+02   0.19706498E+00   0.00000000E+00   0.00000000E+00   0.19760552E-07  -0.76674667E-18   0.00000000E+00   0.00000000E+00   0.10000000E-11
%
  0.122500000E+01  0.728500E+03   0.738500E+03   0.100000E+02         1    25    35     1  0.17939525E+02   0.20000000E+02   0.17788674E+00   0.00000000E+00   0.00000000E+00   0.79652482E-06  -0.14646952E-14   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.122500000E+01  0.722000E+03   0.738500E+03   0.100000E+02         1    20    35     1  0.18344612E+02   0.20000000E+02   0.18186064E+00   0.00000000E+00   0.00000000E+00   0.47910749E-06  -0.80424755E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.122500000E+01  0.707500E+03   0.738500E+03   0.100000E+02         1    15    35     1  0.18848304E+02   0.20000000E+02   0.18680187E+00   0.00000000E+00   0.00000000E+00   0.24931618E-06  -0.24825166E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.122500000E+01  0.675000E+03   0.738500E+03   0.100000E+02         1    10    35     1  0.19387625E+02   0.20000000E+02   0.19209260E+00   0.00000000E+00   0.00000000E+00   0.10853559E-06  -0.36925822E-16   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.122500000E+01  0.580000E+03   0.738500E+03   0.100000E+02         1     5    35     1  0.19889625E+02   0.20000000E+02   0.19701722E+00   0.00000000E+00   0.00000000E+00   0.20279106E-07  -0.19168667E-18   0.00000000E+00   0.00000000E+00   0.10000000E-11
%
  0.126000000E+01  0.728500E+03   0.738500E+03   0.100000E+02         1    25    35     1  0.17927826E+02   0.20000000E+02   0.17777197E+00   0.00000000E+00   0.00000000E+00   0.79660711E-06  -0.17994150E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.126000000E+01  0.722000E+03   0.738500E+03   0.100000E+02         1    20    35     1  0.18332985E+02   0.20000000E+02   0.18174658E+00   0.00000000E+00   0.00000000E+00   0.47924238E-06  -0.11713798E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.126000000E+01  0.707500E+03   0.738500E+03   0.100000E+02         1    15    35     1  0.18836959E+02   0.20000000E+02   0.18669057E+00   0.00000000E+00   0.00000000E+00   0.24956300E-06  -0.81693372E-16   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.126000000E+01  0.675000E+03   0.738500E+03   0.100000E+02         1    10    35     1  0.19377452E+02   0.20000000E+02   0.19199281E+00   0.00000000E+00   0.00000000E+00   0.10898529E-06   0.31018388E-17   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.126000000E+01  0.580000E+03   0.738500E+03   0.100000E+02         1     5    35     1  0.19884767E+02   0.20000000E+02   0.19696957E+00   0.00000000E+00   0.00000000E+00   0.20782694E-07  -0.25616309E-17   0.00000000E+00   0.00000000E+00   0.10000000E-11
%
  0.129500000E+01  0.728500E+03   0.738500E+03   0.100000E+02         1    25    35     1  0.17916446E+02   0.20000000E+02   0.17766033E+00   0.00000000E+00   0.00000000E+00   0.79668483E-06  -0.47050364E-17   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.129500000E+01  0.722000E+03   0.738500E+03   0.100000E+02         1    20    35     1  0.18321672E+02   0.20000000E+02   0.18163560E+00   0.00000000E+00   0.00000000E+00   0.47936981E-06  -0.10107115E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.129500000E+01  0.707500E+03   0.738500E+03   0.100000E+02         1    15    35     1  0.18825912E+02   0.20000000E+02   0.18658220E+00   0.00000000E+00   0.00000000E+00   0.24979635E-06  -0.46388173E-16   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.129500000E+01  0.675000E+03   0.738500E+03   0.100000E+02         1    10    35     1  0.19367516E+02   0.20000000E+02   0.19189533E+00   0.00000000E+00   0.00000000E+00   0.10941195E-06  -0.28404479E-17   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.129500000E+01  0.580000E+03   0.738500E+03   0.100000E+02         1     5    35     1  0.19879923E+02   0.20000000E+02   0.19692205E+00   0.00000000E+00   0.00000000E+00   0.21271761E-07  -0.20214230E-17   0.00000000E+00   0.00000000E+00   0.10000000E-11
%
  0.133000000E+01  0.728500E+03   0.738500E+03   0.100000E+02         1    25    35     1  0.17905367E+02   0.20000000E+02   0.17755165E+00   0.00000000E+00   0.00000000E+00   0.79675836E-06  -0.15319250E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.133000000E+01  0.722000E+03   0.738500E+03   0.100000E+02         1    20    35     1  0.18310657E+02   0.20000000E+02   0.18152755E+00   0.00000000E+00   0.00000000E+00   0.47949038E-06  -0.15023007E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.133000000E+01  0.707500E+03   0.738500E+03   0.100000E+02         1    15    35     1  0.18815149E+02   0.20000000E+02   0.18647661E+00   0.00000000E+00   0.00000000E+00   0.25001731E-06  -0.44384176E-16   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.133000000E+01  0.675000E+03   0.738500E+03   0.100000E+02         1    10    35     1  0.19357806E+02   0.20000000E+02   0.19180007E+00   0.00000000E+00   0.00000000E+00   0.10981731E-06  -0.61862515E-17   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.133000000E+01  0.580000E+03   0.738500E+03   0.100000E+02         1     5    35     1  0.19875096E+02   0.20000000E+02   0.19687469E+00   0.00000000E+00   0.00000000E+00   0.21746757E-07  -0.17426061E-17   0.00000000E+00   0.00000000E+00   0.10000000E-11
%
  0.136500000E+01  0.728500E+03   0.738500E+03   0.100000E+02         1    25    35     1  0.17894573E+02   0.20000000E+02   0.17744576E+00   0.00000000E+00   0.00000000E+00   0.79682802E-06  -0.14716308E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.136500000E+01  0.722000E+03   0.738500E+03   0.100000E+02         1    20    35     1  0.18299924E+02   0.20000000E+02   0.18142226E+00   0.00000000E+00   0.00000000E+00   0.47960464E-06  -0.23389258E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.136500000E+01  0.707500E+03   0.738500E+03   0.100000E+02         1    15    35     1  0.18804654E+02   0.20000000E+02   0.18637366E+00   0.00000000E+00   0.00000000E+00   0.25022684E-06  -0.17087995E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.136500000E+01  0.675000E+03   0.738500E+03   0.100000E+02         1    10    35     1  0.19348311E+02   0.20000000E+02   0.19170693E+00   0.00000000E+00   0.00000000E+00   0.11020294E-06  -0.24361633E-16   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.136500000E+01  0.580000E+03   0.738500E+03   0.100000E+02         1     5    35     1  0.19870288E+02   0.20000000E+02   0.19682753E+00   0.00000000E+00   0.00000000E+00   0.22208128E-07  -0.18471624E-17   0.00000000E+00   0.00000000E+00   0.10000000E-11
%
  0.140000000E+01  0.728500E+03   0.738500E+03   0.100000E+02         1    25    35     1  0.17884050E+02   0.20000000E+02   0.17734253E+00   0.00000000E+00   0.00000000E+00   0.79689413E-06  -0.43697589E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.140000000E+01  0.722000E+03   0.738500E+03   0.100000E+02         1    20    35     1  0.18289459E+02   0.20000000E+02   0.18131959E+00   0.00000000E+00   0.00000000E+00   0.47971307E-06  -0.41817318E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.140000000E+01  0.707500E+03   0.738500E+03   0.100000E+02         1    15    35     1  0.18794415E+02   0.20000000E+02   0.18627321E+00   0.00000000E+00   0.00000000E+00   0.25042584E-06  -0.21263279E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.140000000E+01  0.675000E+03   0.738500E+03   0.100000E+02         1    10    35     1  0.19339024E+02   0.20000000E+02   0.19161582E+00   0.00000000E+00   0.00000000E+00   0.11057025E-06  -0.31872265E-16   0.00000000E+00   0.00000000E+00   0.10000000E-11
  0.140000000E+01  0.580000E+03   0.738500E+03   0.100000E+02         1     5    35     1  0.19865501E+02   0.20000000E+02   0.19678057E+00   0.00000000E+00   0.00000000E+00   0.22656320E-07  -0.22131097E-17   0.00000000E+00   0.00000000E+00   0.10000000E-11
%
  0.143500000E+01  0.728500E+03   0.738500E+03   0.100000E+02         1    25    35     1  0.17873784E+02   0.20000000E+02   0.17724182E+00   0.00000000E+00   0.00000000E+00   0.79695694E-06  -0.58741508E-15   0.00000000E+00   0.00000000E+00   0.10000000E-11
